Start Date,End Date,Brand,Conversion path,Sales,Purchases,New-to-brand product sales,New-to-brand purchases,Sponsored Brands display frequency,Sponsored Display display frequency,Amazon DSP display frequency,Sponsored Brands video frequency,Amazon DSP online video frequency,Sponsored TV Streaming TV frequency,Amazon DSP Streaming TV frequency,Amazon DSP audio frequency,Sponsored Products frequency,Sponsored Display frequency,Sponsored Display online video frequency,Currency
2026-08-05 00:00:00,2026-08-16 00:00:00,ProBiora Health,Sponsored Products >  (Sponsored Display) > Display (Amazon DSP) > [Purchase],190.85,2.0,74.95,1.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,USD
2026-08-14 00:00:00,2026-08-22 00:00:00,ProBiora Health,(Sponsored Display) > Display (Amazon DSP) > Sponsored Products > [Purchase],114.9,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,USD
2026-07-27 00:00:00,2026-08-19 00:00:00,ProBiora Health,Sponsored Products > Online Video (Sponsored Brands) > [Purchase],502.5,9.0,383.65,6.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-16 00:00:00,ProBiora Health,Display (Amazon DSP) > Online Video (Amazon DSP) > [Purchase],552.34,11.0,21.95,1.0,0.0,0.0,24.363636363636363,0.0,2.8181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-26 00:00:00,2026-08-20 00:00:00,ProBiora Health,Sponsored Products >  (Sponsored Display) > [Purchase],319.6,8.0,158.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.125,0.0,USD
2026-08-06 00:00:00,2026-08-18 00:00:00,ProBiora Health,Display (Amazon DSP) > Sponsored Products > Display (Sponsored Brands) > [Purchase],66.85,3.0,0.0,0.0,1.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.0,USD
2026-07-30 00:00:00,2026-08-02 00:00:00,ProBiora Health,Display (Amazon DSP) > Online Video (Amazon DSP) >  (Sponsored Display) > [Purchase],61.9,2.0,0.0,0.0,0.0,0.0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,USD
2026-08-13 00:00:00,2026-08-13 00:00:00,ProBiora Health,Sponsored Products > Display (Sponsored Brands) >  (Sponsored Display) > [Purchase],21.95,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,USD
2026-08-10 00:00:00,2026-08-10 00:00:00,ProBiora Health,Sponsored Products >  (Sponsored Display) > Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],21.95,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,USD
2026-07-26 00:00:00,2026-08-21 00:00:00,ProBiora Health,Display (Amazon DSP) >  (Sponsored Display) > [Purchase],123.79,4.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,USD
2026-07-26 00:00:00,2026-08-18 00:00:00,ProBiora Health,Display (Sponsored Brands) > Display (Amazon DSP) > [Purchase],838.3,14.0,688.4,12.0,1.2857142857142858,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-08-07 00:00:00,2026-08-07 00:00:00,ProBiora Health,Display (Sponsored Brands) >  (Sponsored Display) > [Purchase],21.95,1.0,21.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,ProBiora Health,Display (Amazon DSP) > Sponsored Products > [Purchase],4002.95,73.0,764.35,13.0,0.0,0.0,12.616438356164384,0.0,0.0,0.0,0.0,0.0,1.356164383561644,0.0,0.0,USD
2026-07-31 00:00:00,2026-08-18 00:00:00,ProBiora Health,Display (Amazon DSP) > Online Video (Sponsored Brands) > Sponsored Products > [Purchase],119.85,3.0,0.0,0.0,0.0,0.0,19.666666666666668,1.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,USD
2026-07-30 00:00:00,2026-08-22 00:00:00,ProBiora Health,Display (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],180.75,5.0,43.9,2.0,1.8,0.0,29.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,USD
2026-08-14 00:00:00,2026-08-16 00:00:00,ProBiora Health,Display (Amazon DSP) >  (Sponsored Display) > Online Video (Amazon DSP) > [Purchase],43.9,2.0,0.0,0.0,0.0,0.0,83.5,0.0,5.0,0.0,0.0,0.0,0.0,2.5,0.0,USD
2026-07-25 00:00:00,2026-08-17 00:00:00,ProBiora Health,Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],326.7,6.0,154.85,3.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-08-04 00:00:00,2026-08-20 00:00:00,ProBiora Health,(Sponsored Display) > Display (Amazon DSP) > [Purchase],158.8,4.0,21.95,1.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,ProBiora Health,Online Video (Sponsored Brands) > [Purchase],1599.65,27.0,1031.1,18.0,0.0,0.0,0.0,1.1481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-29 00:00:00,2026-07-29 00:00:00,ProBiora Health,Online Video (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],74.95,1.0,74.95,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,USD
2026-08-15 00:00:00,2026-08-15 00:00:00,ProBiora Health,Display (Amazon DSP) > Display (Sponsored Brands) > Sponsored Products > [Purchase],22.95,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-18 00:00:00,ProBiora Health,Display (Sponsored Brands) > Sponsored Products > [Purchase],1113.0,20.0,1047.15,17.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-18 00:00:00,ProBiora Health,(Sponsored Display) > [Purchase],335.6,7.0,21.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,USD
2026-07-25 00:00:00,2026-08-21 00:00:00,ProBiora Health,Sponsored Products > Display (Sponsored Brands) > [Purchase],716.3,13.0,388.6,8.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,USD
2026-07-27 00:00:00,2026-07-27 00:00:00,ProBiora Health,Display (Amazon DSP) > Sponsored Products > Display (Sponsored Brands) > Online Video (Sponsored Brands) > [Purchase],21.95,1.0,21.95,1.0,3.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,USD
2026-07-30 00:00:00,2026-07-30 00:00:00,ProBiora Health,Display (Amazon DSP) > Sponsored Products >  (Sponsored Display) > [Purchase],21.95,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,ProBiora Health,Sponsored Products > [Purchase],37765.6,783.0,26268.7,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5274584929757344,0.0,0.0,USD
