Start Date,End Date,Brand,Conversion path,Sales,Purchases,New-to-brand product sales,New-to-brand purchases,Sponsored Brands display frequency,Sponsored Display display frequency,Amazon DSP display frequency,Sponsored Brands video frequency,Amazon DSP online video frequency,Sponsored TV Streaming TV frequency,Amazon DSP Streaming TV frequency,Amazon DSP audio frequency,Sponsored Products frequency,Sponsored Display frequency,Sponsored Display online video frequency,Currency
2026-08-01 00:00:00,2026-08-29 00:00:00,Dexas,Sponsored Products > Online Video (Sponsored Brands) > [Purchase],194.81,14.0,162.49,12.0,0.0,0.0,0.0,1.0714285714285714,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,USD
2026-08-20 00:00:00,2026-08-20 00:00:00,Dexas,Sponsored Products >  (Sponsored Display) > [Purchase],10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,USD
2026-08-01 00:00:00,2026-08-29 00:00:00,Dexas,Display (Amazon DSP) >  (Sponsored Display) > [Purchase],100.12,8.0,100.12,8.0,0.0,0.0,13.375,0.0,0.0,0.0,0.0,0.0,0.0,5.125,0.0,USD
2026-08-01 00:00:00,2026-08-29 00:00:00,Dexas,Display (Sponsored Brands) > Display (Amazon DSP) > [Purchase],2386.85,173.0,2293.09,165.0,1.346820809248555,0.0,2.508670520231214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-08-14 00:00:00,2026-08-25 00:00:00,Dexas,Display (Sponsored Brands) >  (Sponsored Display) > [Purchase],41.41,3.0,31.41,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,USD
2026-08-01 00:00:00,2026-08-29 00:00:00,Dexas,Display (Amazon DSP) > Sponsored Products > [Purchase],2622.32,172.0,2069.24,137.0,0.0,0.0,4.267441860465116,0.0,0.0,0.0,0.0,0.0,1.622093023255814,0.0,0.0,USD
2026-08-03 00:00:00,2026-08-28 00:00:00,Dexas,Display (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],117.18,9.0,117.18,9.0,1.1111111111111112,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,0.0,0.0,USD
2026-08-02 00:00:00,2026-08-28 00:00:00,Dexas,Sponsored Products > Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],194.99,14.0,178.72,13.0,1.1428571428571428,0.0,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,USD
2026-08-03 00:00:00,2026-08-28 00:00:00,Dexas,Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],342.78,25.0,310.64,22.0,1.2,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-08-05 00:00:00,2026-08-05 00:00:00,Dexas,(Sponsored Display) > Display (Amazon DSP) > [Purchase],7.76,1.0,7.76,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,USD
2026-08-02 00:00:00,2026-08-29 00:00:00,Dexas,Online Video (Sponsored Brands) > [Purchase],862.69,59.0,774.65,52.0,0.0,0.0,0.0,1.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-08-04 00:00:00,2026-08-15 00:00:00,Dexas,Online Video (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],96.16,7.0,61.31,5.0,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,0.0,2.4285714285714284,0.0,0.0,USD
2026-08-01 00:00:00,2026-08-21 00:00:00,Dexas,Display (Amazon DSP) > Display (Sponsored Brands) > Sponsored Products > [Purchase],32.92,2.0,32.92,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,USD
2026-08-01 00:00:00,2026-08-28 00:00:00,Dexas,Display (Sponsored Brands) > Sponsored Products > [Purchase],385.3,26.0,352.2,23.0,1.6538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7307692307692308,0.0,0.0,USD
2026-08-08 00:00:00,2026-08-17 00:00:00,Dexas,Sponsored Products > Display (Amazon DSP) > Online Video (Sponsored Brands) > [Purchase],35.93,3.0,35.93,3.0,0.0,0.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,USD
2026-08-18 00:00:00,2026-08-18 00:00:00,Dexas,(Sponsored Display) > [Purchase],7.94,1.0,7.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,USD
2026-08-03 00:00:00,2026-08-26 00:00:00,Dexas,Sponsored Products > Display (Sponsored Brands) > [Purchase],232.08,16.0,214.14,14.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,USD
2026-08-07 00:00:00,2026-08-07 00:00:00,Dexas,Display (Amazon DSP) > Sponsored Products >  (Sponsored Display) > [Purchase],15.1,1.0,15.1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,USD
2026-08-08 00:00:00,2026-08-21 00:00:00,Dexas,Sponsored Products > Online Video (Sponsored Brands) > Display (Amazon DSP) > [Purchase],128.13,10.0,128.13,10.0,0.0,0.0,1.7,1.1,0.0,0.0,0.0,0.0,3.6,0.0,0.0,USD
2026-08-01 00:00:00,2026-08-29 00:00:00,Dexas,Sponsored Products > [Purchase],65192.77,3880.0,57757.1,3469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5876288659793814,0.0,0.0,USD
