Start Date,End Date,Brand,Conversion path,Sales,Purchases,New-to-brand product sales,New-to-brand purchases,Sponsored Brands display frequency,Sponsored Display display frequency,Amazon DSP display frequency,Sponsored Brands video frequency,Amazon DSP online video frequency,Sponsored TV Streaming TV frequency,Amazon DSP Streaming TV frequency,Amazon DSP audio frequency,Sponsored Products frequency,Sponsored Display frequency,Sponsored Display online video frequency,Currency
2026-07-25 00:00:00,2026-08-21 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Display (Sponsored Brands) > [Purchase],226.44,8.0,226.44,8.0,1.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-10 00:00:00,Sud Scrub,(Sponsored Display) > Sponsored Products > [Purchase],119.96,3.0,59.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.3333333333333333,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Amazon DSP) > Online Video (Sponsored Brands) > [Purchase],454.8,18.0,309.85,13.0,0.0,0.0,29.0,1.2777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-26 00:00:00,2026-08-15 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],174.92,8.0,94.96,4.0,1.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Sponsored Products > Display (Amazon DSP) > [Purchase],80102.75,3009.0,63611.46,2344.0,0.0,0.0,4.150880691259554,0.0,0.0,0.0,0.0,0.0,1.8045862412761715,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Display (Amazon DSP) > [Purchase],6319.51,233.0,5663.32,204.0,0.0,0.0,2.412017167381974,1.1974248927038627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-26 00:00:00,2026-08-10 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Display (Sponsored Brands) > Display (Amazon DSP) > [Purchase],79.97,3.0,49.98,2.0,1.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Amazon DSP) > [Purchase],32967.73,1270.0,22994.26,873.0,0.0,0.0,7.0078740157480315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-30 00:00:00,2026-08-15 00:00:00,Sud Scrub,Sponsored Products >  (Sponsored Display) > Display (Amazon DSP) > [Purchase],214.92,8.0,159.94,6.0,0.0,0.0,2.625,0.0,0.0,0.0,0.0,0.0,3.5,1.25,0.0,USD
2026-08-14 00:00:00,2026-08-14 00:00:00,Sud Scrub,(Sponsored Display) > Display (Amazon DSP) > Sponsored Products > [Purchase],42.47,2.0,25.48,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,USD
2026-08-14 00:00:00,2026-08-14 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) >  (Sponsored Display) > [Purchase],29.99,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Sponsored Products > Online Video (Sponsored Brands) > [Purchase],1531.79,65.0,1237.94,52.0,0.0,0.0,0.0,1.1538461538461537,0.0,0.0,0.0,0.0,2.292307692307692,0.0,0.0,USD
2026-08-08 00:00:00,2026-08-17 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Sponsored Products > Display (Sponsored Brands) > [Purchase],152.43,6.0,152.43,6.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,USD
2026-07-31 00:00:00,2026-08-20 00:00:00,Sud Scrub,Sponsored Products >  (Sponsored Display) > [Purchase],539.81,19.0,289.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4210526315789473,1.105263157894737,0.0,USD
2026-07-25 00:00:00,2026-08-07 00:00:00,Sud Scrub,Display (Amazon DSP) > Sponsored Products > Display (Sponsored Brands) > [Purchase],124.95,5.0,104.96,4.0,1.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,USD
2026-07-28 00:00:00,2026-07-28 00:00:00,Sud Scrub,Display (Sponsored Brands) >  (Sponsored Display) > Sponsored Products > [Purchase],29.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,USD
2026-08-08 00:00:00,2026-08-08 00:00:00,Sud Scrub,Display (Sponsored Brands) > Online Video (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],29.99,1.0,29.99,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,USD
2026-08-22 00:00:00,2026-08-22 00:00:00,Sud Scrub,Sponsored Products > Display (Sponsored Brands) > Online Video (Sponsored Brands) > [Purchase],54.98,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,USD
2026-07-27 00:00:00,2026-08-17 00:00:00,Sud Scrub,Display (Amazon DSP) >  (Sponsored Display) > [Purchase],209.91,9.0,129.95,5.0,0.0,0.0,6.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Sponsored Brands) > Display (Amazon DSP) > [Purchase],1533.93,60.0,1324.02,50.0,1.0666666666666667,0.0,2.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-31 00:00:00,2026-07-31 00:00:00,Sud Scrub,Display (Sponsored Brands) >  (Sponsored Display) > [Purchase],54.98,2.0,54.98,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Amazon DSP) > Sponsored Products > [Purchase],10726.88,410.0,5502.48,204.0,0.0,0.0,13.765853658536585,0.0,0.0,0.0,0.0,0.0,1.6682926829268292,0.0,0.0,USD
2026-07-29 00:00:00,2026-08-03 00:00:00,Sud Scrub,Display (Amazon DSP) > Online Video (Sponsored Brands) > Sponsored Products > [Purchase],59.98,2.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,USD
2026-08-02 00:00:00,2026-08-02 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Sponsored Products > Display (Sponsored Brands) > Display (Amazon DSP) > [Purchase],29.99,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,USD
2026-07-27 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],639.72,26.0,427.81,17.0,1.2307692307692308,0.0,2.769230769230769,0.0,0.0,0.0,0.0,0.0,1.9615384615384615,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-21 00:00:00,Sud Scrub,Sponsored Products > Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],694.73,27.0,469.82,18.0,1.1851851851851851,0.0,3.1481481481481484,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Amazon DSP) > Sponsored Products > Online Video (Sponsored Brands) > [Purchase],299.86,12.0,152.43,6.0,0.0,0.0,21.166666666666668,1.25,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,USD
2026-07-26 00:00:00,2026-08-17 00:00:00,Sud Scrub,Display (Amazon DSP) > Display (Sponsored Brands) > [Purchase],209.92,8.0,29.99,1.0,1.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-26 00:00:00,2026-08-13 00:00:00,Sud Scrub,(Sponsored Display) > Display (Amazon DSP) > [Purchase],179.93,7.0,109.96,4.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > [Purchase],17758.17,657.0,15664.69,571.0,0.0,0.0,0.0,1.1248097412480975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USD
2026-07-30 00:00:00,2026-07-30 00:00:00,Sud Scrub,Online Video (Sponsored Brands) >  (Sponsored Display) > [Purchase],29.99,1.0,29.99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > [Purchase],2139.69,82.0,1782.34,67.0,0.0,0.0,5.451219512195122,1.1341463414634145,0.0,0.0,0.0,0.0,1.7682926829268293,0.0,0.0,USD
2026-08-18 00:00:00,2026-08-18 00:00:00,Sud Scrub,Display (Sponsored Brands) > Sponsored Products > Online Video (Sponsored Brands) > Display (Amazon DSP) > [Purchase],33.98,2.0,33.98,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Display (Sponsored Brands) > Sponsored Products > [Purchase],984.6,37.0,704.71,27.0,1.2162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,USD
2026-08-05 00:00:00,2026-08-05 00:00:00,Sud Scrub,Display (Sponsored Brands) > Sponsored Products > Display (Amazon DSP) > Online Video (Sponsored Brands) > [Purchase],29.99,1.0,29.99,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,USD
2026-07-27 00:00:00,2026-08-20 00:00:00,Sud Scrub,Sponsored Products > Display (Amazon DSP) > Online Video (Sponsored Brands) > [Purchase],355.35,15.0,170.45,7.0,0.0,0.0,5.0,1.6666666666666667,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,USD
2026-08-18 00:00:00,2026-08-18 00:00:00,Sud Scrub,Online Video (Sponsored Brands) >  (Sponsored Display) > Display (Amazon DSP) > [Purchase],29.99,1.0,29.99,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,USD
2026-07-29 00:00:00,2026-08-15 00:00:00,Sud Scrub,(Sponsored Display) > [Purchase],162.43,6.0,89.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Sponsored Products > Display (Sponsored Brands) > [Purchase],1540.48,59.0,1230.61,46.0,1.0508474576271187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8644067796610169,0.0,0.0,USD
2026-08-14 00:00:00,2026-08-14 00:00:00,Sud Scrub,Online Video (Sponsored Brands) > Sponsored Products >  (Sponsored Display) > [Purchase],19.99,1.0,19.99,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,USD
2026-08-21 00:00:00,2026-08-21 00:00:00,Sud Scrub,Display (Sponsored Brands) > Display (Amazon DSP) > Online Video (Sponsored Brands) > Sponsored Products > [Purchase],19.99,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,USD
2026-07-28 00:00:00,2026-08-08 00:00:00,Sud Scrub,Display (Amazon DSP) > Sponsored Products >  (Sponsored Display) > [Purchase],39.98,2.0,29.99,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,USD
2026-08-17 00:00:00,2026-08-17 00:00:00,Sud Scrub,Display (Sponsored Brands) > Online Video (Sponsored Brands) > Sponsored Products > [Purchase],39.98,2.0,39.98,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-20 00:00:00,Sud Scrub,Sponsored Products > Online Video (Sponsored Brands) > Display (Amazon DSP) > [Purchase],764.6,32.0,602.69,25.0,0.0,0.0,4.4375,1.3125,0.0,0.0,0.0,0.0,3.15625,0.0,0.0,USD
2026-07-25 00:00:00,2026-08-22 00:00:00,Sud Scrub,Sponsored Products > [Purchase],175953.35,6451.0,146726.12,5324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4861261819872889,0.0,0.0,USD
